snomed_code,icd10_code,icd10_description
371987000,C57.02,Malignant neoplasm of left fallopian tube
93728003,C57.10,Malignant neoplasm of unspecified broad ligament
93764002,C69.00,Malignant neoplasm of unspecified conjunctiva
93766000,C69.10,Malignant neoplasm of unspecified cornea
93987004,C69.22,Malignant neoplasm of left retina
93756008,C69.40,Malignant neoplasm of unspecified ciliary body
371986009,C69.92,Malignant neoplasm of unspecified site of left eye
254969001,C72.20,Malignant neoplasm of unspecified olfactory nerve
188562004,C81.08,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites"
93494007,C81.46,"Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes"
93521006,C81.76,"Other Hodgkin lymphoma, intrapelvic lymph nodes"
93198004,C82.17,"Follicular lymphoma grade II, spleen"
109971005,C82.17,"Follicular lymphoma grade II, spleen"
109972003,C82.21,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck"
93193008,C83.32,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes"
93197009,C83.58,"Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites"
93193008,C84.62,"Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes"
404134006,C84.62,"Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes"
93197009,C84.78,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites"
448212009,C84.78,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites"
109979007,C85.15,"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb"
93198004,C85.27,"Mediastinal (thymic) large B-cell lymphoma, spleen"
444910004,C85.27,"Mediastinal (thymic) large B-cell lymphoma, spleen"
95209008,C90.11,Plasma cell leukemia in remission
122981000119101,C90.12,Plasma cell leukemia in relapse
277567002,C91.62,"Prolymphocytic leukemia of T-cell type, in relapse"
188725004,C91.90,"Lymphoid leukemia, unspecified not having achieved remission"
188725004,C91.Z0,Other lymphoid leukemia not having achieved remission
92817004,C92.11,"Chronic myeloid leukemia, BCR/ABL-positive, in remission"
94719007,C92.32,"Myeloid sarcoma, in relapse"
91860005,C92.51,"Acute myelomonocytic leukemia, in remission"
421418009,C84.Z5,"Other mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb"
93142004,C95.91,"Leukemia, unspecified, in remission"
92595004,D00.06,Carcinoma in situ of floor of mouth
92719006,D04.22,Carcinoma in situ of skin of left ear and external auricular canal
92735004,D04.71,"Carcinoma in situ of skin of right lower limb, including hip"
109888004,D05.00,Lobular carcinoma in situ of unspecified breast
92653004,D07.69,Carcinoma in situ of other male genital organs
188963000,D16.22,Benign neoplasm of long bones of left lower limb
254830006,D17.79,Benign lipomatous neoplasm of other sites
400210000,D18.09,Hemangioma of other sites
92428008,D29.20,Benign neoplasm of unspecified testis
92068002,D31.00,Benign neoplasm of unspecified conjunctiva
92321003,D31.20,Benign neoplasm of unspecified retina
92059004,D31.31,Benign neoplasm of right choroid
92060009,D31.41,Benign neoplasm of right ciliary body
409661008,D36.10,"Benign neoplasm of peripheral nerves and autonomic nervous system, unspecified"
94974001,D39.10,Neoplasm of uncertain behavior of unspecified ovary
94837001,D39.8,Neoplasm of uncertain behavior of other specified female genital organs
255047001,D3A.8,Other benign neuroendocrine tumors
307651005,D47.4,Osteomyelofibrosis
417425009,D57.00,"Hb-SS disease with crisis, unspecified"
372146004,D57.811,Other sickle-cell disorders with acute chest syndrome
417279003,D57.811,Other sickle-cell disorders with acute chest syndrome
127034005,D61.818,Other pancytopenia
19267009,D68.62,Lupus anticoagulant syndrome
19636003,D72.821,Monocytosis (symptomatic)
414029004,D89.89,"Other specified disorders involving the immune mechanism, not elsewhere classified"
60216004,E05.01,Thyrotoxicosis with diffuse goiter with thyrotoxic crisis or storm
62278002,E05.21,Thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm
8801005,E08.43,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy
50620007,E08.43,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy
8801005,E08.49,Diabetes mellitus due to underlying condition with other diabetic neurological complication
422088007,E08.49,Diabetes mellitus due to underlying condition with other diabetic neurological complication
8801005,E08.51,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
127014009,E08.51,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
8801005,E08.65,Diabetes mellitus due to underlying condition with hyperglycemia
237621004,E08.65,Diabetes mellitus due to underlying condition with hyperglycemia
312912001,E10.321,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema
138881000119106,E10.321,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema
312905005,E10.341,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema
312912001,E10.341,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema
60961000119107,E10.341,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema
713705003,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy
44054006,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease
771000119108,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease
420756003,E11.36,Type 2 diabetes mellitus with diabetic cataract
44054006,E11.69,Type 2 diabetes mellitus with other specified complication
74627003,E11.69,Type 2 diabetes mellitus with other specified complication
312903003,E13.321,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema
312912001,E13.321,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema
399873008,E13.349,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema
50620007,E13.43,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy
73211009,E13.65,Other specified diabetes mellitus with hyperglycemia
80394007,E13.65,Other specified diabetes mellitus with hyperglycemia
61530001,E31.23,Multiple endocrine neoplasia [MEN] type IIB
366961000119106,E70.339,"Albinism with hematologic abnormality, unspecified"
410058007,E70.41,Histidinemia
56692003,E71.540,Rhizomelic chondrodysplasia punctata
16784003,E72.09,Other disorders of amino-acid transport
398680004,E72.23,Citrullinemia
29633007,E74.09,Other glycogen storage disease
65327002,E76.01,Hurler's syndrome
26745009,E76.02,Hurler-Scheie syndrome
79886009,E83.09,Other disorders of copper metabolism
30913008,E83.19,Other disorders of iron metabolism
71638002,E83.59,Other disorders of calcium metabolism
24813008,E84.19,Cystic fibrosis with other intestinal manifestations
190905008,E84.19,Cystic fibrosis with other intestinal manifestations
133791000119107,E88.40,"Mitochondrial metabolism disorder, unspecified"
1591000119103,F02.81,"Dementia in other diseases classified elsewhere, unspecified severity, with behavioral disturbance"
1591000119103,F03.91,"Unspecified dementia, unspecified severity, with behavioral disturbance"
15167005,F10.10,"Alcohol abuse, uncomplicated"
7052005,F10.151,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations
15167005,F10.151,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations
73097000,F10.26,Alcohol dependence with alcohol-induced persisting amnestic disorder
66590003,F10.26,Alcohol dependence with alcohol-induced persisting amnestic disorder
25702006,F10.920,"Alcohol use, unspecified with intoxication, uncomplicated"
75544000,F11.250,Opioid dependence with opioid-induced psychotic disorder with delusions
20385005,F11.250,Opioid dependence with opioid-induced psychotic disorder with delusions
14784000,F11.959,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified"
14784000,F11.988,"Opioid use, unspecified with other opioid-induced disorder"
85005007,F12.280,Cannabis dependence with cannabis-induced anxiety disorder
39951001,F12.280,Cannabis dependence with cannabis-induced anxiety disorder
23527004,F12.920,"Cannabis use, unspecified with intoxication, uncomplicated"
39807006,F12.921,"Cannabis use, unspecified with intoxication delirium"
28864000,F13.14,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced mood disorder"
91388009,F13.159,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified"
23601000119102,F13.232,"Sedative, hypnotic or anxiolytic dependence with withdrawal with perceptual disturbance"
28864000,F13.24,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder"
5444000,F13.921,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication delirium"
312098001,F13.988,"Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorder"
78267003,F14.151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations
6348008,F14.151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations
78267003,F14.180,Cocaine abuse with cocaine-induced anxiety disorder
51493001,F14.180,Cocaine abuse with cocaine-induced anxiety disorder
429672007,F15.14,Other stimulant abuse with stimulant-induced mood disorder
441527004,F15.14,Other stimulant abuse with stimulant-induced mood disorder
418475009,F15.182,Other stimulant abuse with stimulant-induced sleep disorder
441527004,F15.182,Other stimulant abuse with stimulant-induced sleep disorder
442406005,F15.20,"Other stimulant dependence, uncomplicated"
191492000,F15.221,Other stimulant dependence with intoxication delirium
442406005,F15.221,Other stimulant dependence with intoxication delirium
74851005,F16.151,Hallucinogen abuse with hallucinogen-induced psychotic disorder with hallucinations
32009006,F16.151,Hallucinogen abuse with hallucinogen-induced psychotic disorder with hallucinations
56294008,F17.200,"Nicotine dependence, unspecified, uncomplicated"
30310000,F17.219,"Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders"
56294008,F17.219,"Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders"
89451009,F18.14,Inhalant abuse with inhalant-induced mood disorder
70340006,F18.14,Inhalant abuse with inhalant-induced mood disorder
